1	44
1	51
1	62
1	68
1	91
1	118
1	130
1	143
1	150
5	1
5	79
5	93
5	112
5	138
6	10
6	26
6	31
6	44
6	57
6	86
7	100
8	18
8	65
8	71
8	130
8	150
9	117
10	39
10	106
11	137
13	59
13	82
13	114
13	125
14	31
14	47
14	75
15	22
15	67
16	100
17	12
18	6
19	39
19	137
20	52
20	87
21	114
22	28
22	59
22	79
22	125
22	144
23	102
24	20
24	44
24	150
25	35
25	66
25	109
25	133
26	12
27	53
27	78
27	84
27	119
27	139
28	90
30	5
30	69
30	126
31	19
31	28
31	102
31	133
33	112
34	33
34	47
34	150
35	84
35	91
35	120
35	140
36	75
37	11
37	53
38	25
38	100
39	40
40	106
41	17
41	61
41	81
41	87
41	115
41	146
42	137
43	46
44	94
44	121
45	10
45	130
46	53
46	75
47	25
47	39
47	150
48	1
48	108
49	81
49	90
49	143
50	117
51	16
51	31
51	69
51	122
52	78
52	96
53	46
53	104
55	24
56	2
56	65
56	110
56	118
57	52
57	150
58	16
58	141
59	97
59	126
60	30
60	44
60	71
61	58
61	105
62	79
63	23
63	113
63	150
64	10
64	86
65	36
65	120
66	1
66	52
66	135
68	100
68	107
69	30
69	46
69	60
69	72
70	115
71	80
72	22
73	8
74	38
74	94
74	122
74	130
76	1
76	30
76	52
76	109
76	136
76	144
77	14
77	74
79	60
79	116
80	82
80	89
81	23
81	67
82	97
82	126
83	7
83	149
85	29
85	54
85	105
85	131
86	15
86	45
86	77
86	140
87	1
87	112
88	61
88	119
88	148
89	37
89	83
89	91
90	22
90	69
90	126
91	99
92	8
92	49
92	106
93	58
93	77
94	133
95	29
95	114
95	141
96	122
97	1
97	17
97	86
98	36
98	93
98	147
99	23
99	127
100	72
101	9
102	109
102	115
102	137
103	81
104	31
104	60
104	118
105	88
106	19
106	65
106	143
107	2
107	38
107	96
107	128
109	51
109	74
109	103
110	12
110	82
110	113
110	149
111	26
111	44
113	34
113	59
113	141
114	91
114	118
115	98
116	3
116	19
116	126
117	66
117	107
118	51
118	78
118	144
118	150
119	28
120	12
120	85
120	135
122	59
122	93
122	114
122	121
123	1
123	37
123	72
123	99
124	21
124	128
126	7
126	51
126	108
126	148
127	64
127	141
128	28
129	43
129	86
130	15
130	116
131	57
131	72
131	95
132	35
133	1
133	102
134	81
134	128
135	9
135	49
135	109
135	144
136	150
137	64
138	30
138	88
139	40
140	14
140	56
140	73
140	117
140	123
141	105
142	83
142	132
142	139
143	5
143	148
144	24
144	47
145	32
146	62
147	40
147	93
147	101
148	87
148	110
148	119
150	4
150	15
150	24
150	45
150	55
150	70
150	78
150	127
150	135
150	144
74	87
66	92
76	102
59	92
55	86
31	61
12	88
15	95
29	98
23	96
17	120
18	106
17	130
6	124
5	145
15	144
73	149
67	144
51	136
66	128
39	128
112	135
135	138
127	135
134	122
111	124
98	65
74	67
68	66
51	59
40	68
48	65
9	51
3	22
100	52
101	45
80	38
136	21
125	80
80	45
53	10
32	42
140	96
59	134
40	4
21	73
46	102
100	102
118	43
