1	1
1	30
1	59
1	120
1	129
1	139
1	148
2	9
2	73
2	111
3	40
3	48
3	101
4	16
4	92
6	65
6	82
7	23
9	116
9	126
9	134
9	144
10	57
10	150
11	32
12	49
13	2
13	12
13	72
13	99
14	108
15	89
17	23
17	39
17	80
17	150
18	63
18	121
18	130
18	140
21	15
21	54
22	1
22	32
22	94
23	46
23	69
23	102
23	113
25	147
26	8
26	24
26	86
26	128
26	138
27	77
28	61
29	119
30	38
30	100
31	16
31	52
32	110
33	1
34	67
34	144
35	29
35	83
35	127
36	92
38	46
38	118
39	56
39	74
39	102
39	136
41	13
41	21
42	5
42	38
42	150
43	65
43	111
43	144
44	86
45	128
47	30
47	46
47	95
48	119
49	56
49	104
49	137
50	79
50	150
51	1
51	11
51	20
52	63
53	36
53	71
53	88
53	114
54	129
56	43
56	49
56	145
57	28
57	97
58	121
58	138
59	58
59	106
60	19
60	68
60	82
61	8
62	36
63	91
64	115
64	130
65	148
66	51
66	74
66	138
67	1
67	28
67	100
68	43
68	61
68	83
68	107
68	122
69	19
72	8
73	91
74	36
74	67
74	117
74	134
74	143
75	48
75	56
76	77
77	100
77	109
77	126
77	150
78	1
79	18
80	62
80	86
82	8
82	25
82	35
82	95
82	139
83	46
83	71
83	148
84	116
84	132
86	56
86	78
86	105
87	124
88	41
89	64
90	1
90	19
90	87
91	27
91	111
91	139
91	148
92	10
92	48
92	97
93	72
94	34
94	119
94	127
95	134
96	56
97	80
97	104
98	4
98	41
98	65
99	142
100	16
100	26
100	89
100	128
100	150
101	113
102	49
103	75
104	121
104	137
105	98
106	59
106	82
106	146
108	9
108	38
108	105
109	129
110	21
110	30
110	45
110	67
110	92
111	114
112	1
112	53
112	138
113	76
114	122
116	14
116	61
116	84
117	100
117	107
117	147
118	36
118	131
119	44
121	6
121	22
121	54
121	70
121	92
121	116
122	78
122	140
124	124
125	63
125	100
126	31
126	86
126	150
127	12
127	39
127	109
128	132
129	4
129	47
130	118
131	20
131	56
131	79
132	143
133	70
133	126
134	93
135	27
135	102
135	150
136	1
136	35
136	62
137	14
137	84
137	111
137	135
139	6
139	45
139	52
139	76
140	120
140	143
142	21
143	69
143	128
144	29
144	38
144	105
144	150
145	1
145	60
145	90
146	113
146	136
147	81
148	14
149	52
150	23
150	34
150	44
150	65
150	73
150	96
150	107
150	121
150	130
150	144
77	30
140	98
148	7
64	14
102	35
