1	1
1	31
1	39
1	50
1	60
1	111
1	120
1	129
1	139
1	149
3	8
3	73
3	101
4	15
4	92
6	64
6	83
7	23
8	135
9	125
9	144
10	117
11	32
11	56
12	72
13	1
13	49
13	108
14	12
14	90
14	98
17	24
17	80
18	64
18	121
18	130
18	140
18	150
19	39
20	55
21	16
22	1
22	32
22	94
22	103
23	45
23	113
26	25
26	86
26	128
27	8
27	77
27	138
28	60
29	120
30	52
30	100
31	17
31	38
32	110
33	1
34	67
35	29
35	83
35	127
35	145
36	92
37	45
38	119
39	56
39	75
39	102
39	136
40	13
42	4
42	21
42	38
43	66
43	111
44	86
44	129
44	145
46	95
47	29
47	46
48	55
48	104
48	120
49	137
50	80
51	11
51	21
51	150
52	1
52	64
52	88
53	36
53	71
53	113
54	128
56	43
56	49
56	147
57	97
58	28
58	106
58	121
58	137
59	58
60	19
61	7
61	68
62	36
63	91
63	129
64	115
66	74
66	139
66	148
67	42
67	52
67	101
68	1
68	19
68	28
68	61
68	108
69	83
72	8
73	68
74	92
74	117
75	36
75	47
75	77
75	134
75	143
76	55
76	100
76	150
77	110
77	126
78	1
79	17
80	86
81	62
82	7
82	139
83	25
83	34
83	46
83	71
83	95
83	147
84	116
85	104
85	132
86	56
87	79
87	124
88	41
89	64
90	1
90	19
90	88
91	10
91	139
92	28
92	48
92	96
92	111
92	148
93	72
95	34
95	56
95	120
95	133
96	81
97	104
98	41
99	3
99	65
101	16
101	26
101	89
101	112
101	150
103	49
103	75
104	98
104	136
105	83
106	59
106	106
107	122
107	145
108	9
108	37
109	129
110	21
110	45
110	68
111	29
111	93
111	115
112	1
112	53
112	138
113	76
114	122
116	61
116	85
116	100
117	14
117	108
117	147
118	35
118	131
120	44
121	5
121	53
121	92
121	116
122	22
122	71
122	79
123	140
125	63
126	13
126	30
126	87
126	100
126	109
127	150
128	39
128	133
129	4
129	47
130	117
131	19
131	57
131	80
132	70
133	125
134	94
135	26
136	1
136	35
136	62
136	84
136	103
136	150
137	14
137	111
137	135
138	44
139	6
139	52
139	77
141	120
141	143
142	69
143	21
144	29
144	37
144	105
144	128
144	150
145	60
145	90
147	81
148	14
148	137
149	44
149	52
150	1
150	7
150	23
150	32
150	63
150	73
150	97
150	108
150	121
150	129
150	145
150	150
68	123
99	128
98	143
132	142
126	126
144	113
141	98
10	40
25	147
60	83
21	71
