1	7
1	17
1	27
1	44
1	56
1	66
1	77
1	95
1	105
1	134
1	148
2	1
5	122
6	33
7	85
8	22
8	114
8	141
9	95
10	13
10	74
11	3
11	131
12	63
13	51
14	102
15	122
16	38
17	29
17	150
18	19
18	112
19	82
19	92
20	9
20	138
21	54
21	72
22	130
23	44
24	62
25	100
26	14
26	25
26	120
27	34
29	5
29	78
29	89
29	111
30	136
30	146
32	50
33	68
33	126
34	41
36	20
36	97
37	30
37	57
37	105
38	10
38	116
39	84
40	1
40	142
41	150
42	47
43	74
44	64
44	90
44	133
45	18
45	36
45	101
46	10
47	110
48	55
49	1
49	81
49	119
49	143
50	27
51	45
54	16
54	35
54	71
54	128
55	136
56	6
56	87
57	62
57	106
58	117
59	148
60	53
61	78
62	42
63	22
63	31
63	126
64	13
64	97
65	138
66	68
66	111
67	1
67	60
67	87
71	150
72	49
72	76
73	28
73	39
73	103
73	121
73	130
74	9
74	18
75	67
76	1
76	94
77	112
78	84
78	139
79	57
81	130
82	47
82	102
83	23
83	34
83	75
83	121
83	148
84	6
86	66
87	91
88	110
88	138
90	82
91	17
91	28
91	56
91	100
92	7
92	129
94	1
94	74
96	47
96	90
96	120
97	65
97	149
98	38
99	20
99	137
100	12
100	81
100	108
102	28
103	3
103	56
103	73
103	99
103	127
106	90
106	117
107	146
108	18
108	46
109	107
109	136
110	37
111	82
112	125
113	27
113	56
114	4
114	73
116	116
117	90
117	150
118	48
118	144
119	107
120	12
120	39
120	64
120	132
121	20
123	81
124	98
124	123
125	7
125	72
126	55
127	89
128	45
129	150
130	15
130	24
130	35
130	139
131	107
131	128
132	1
132	62
133	80
135	10
135	52
135	72
135	97
136	39
136	116
138	30
138	125
139	19
139	89
139	134
139	145
141	107
142	4
142	67
142	78
143	58
146	36
146	46
147	15
148	7
148	26
148	117
148	150
150	54
150	64
150	73
150	82
150	91
150	99
150	108
150	129
150	140
56	96
89	39
120	31
82	14
109	11
126	115
113	100
143	99
42	125
107	65
