1	24
1	31
1	38
1	70
1	77
1	99
1	113
1	138
2	121
3	55
3	146
4	3
4	12
4	91
4	131
6	46
6	66
6	106
7	19
8	28
8	84
9	36
9	140
10	101
10	115
11	8
11	53
12	60
13	1
13	92
13	107
13	134
15	22
15	68
15	82
16	30
16	121
17	14
17	74
18	38
18	48
19	129
20	6
20	88
20	99
21	63
21	115
21	138
21	150
22	107
23	72
24	19
24	28
24	78
25	124
26	43
26	52
27	12
27	35
27	133
29	3
29	110
30	85
31	25
31	75
31	138
31	150
32	65
32	125
34	49
35	17
35	57
36	8
36	39
37	114
38	79
38	89
38	98
38	106
38	146
39	121
40	24
40	137
41	1
41	65
41	71
41	129
42	47
42	56
44	39
45	17
45	31
45	85
45	102
46	94
46	116
46	150
47	8
47	143
48	69
49	61
49	125
49	134
51	44
52	26
52	53
53	17
53	73
53	82
53	97
54	88
54	108
54	150
55	1
55	119
56	66
56	128
58	8
58	58
59	50
61	24
61	41
61	81
61	93
61	137
62	17
62	33
63	1
63	104
63	112
63	121
64	73
64	130
65	64
67	8
67	56
67	86
69	46
69	96
70	38
70	150
71	29
71	78
71	117
71	135
71	144
72	17
72	70
72	110
72	125
73	1
73	103
74	62
75	7
75	54
76	93
77	24
77	84
78	37
78	114
78	148
79	47
79	76
79	107
79	123
79	131
79	139
81	1
81	15
81	69
82	30
82	100
83	62
85	44
85	53
85	92
86	7
86	120
86	137
86	146
87	23
87	83
87	104
88	112
88	128
89	76
90	37
91	15
91	67
91	97
92	29
92	150
93	1
94	60
95	124
95	134
95	142
96	22
96	52
96	81
96	107
97	8
97	89
99	35
100	44
100	99
101	15
101	67
101	113
101	148
102	27
102	120
102	139
103	129
104	1
104	59
105	22
105	84
106	52
107	105
108	7
108	75
108	95
110	16
110	35
110	44
110	66
110	115
110	132
110	146
111	123
113	26
113	59
113	79
113	88
113	140
115	2
115	147
116	73
116	103
116	111
117	51
118	11
118	42
119	34
119	95
119	129
120	19
120	65
121	26
121	85
121	120
121	139
123	57
124	1
124	77
125	7
125	50
125	109
127	125
127	150
128	15
128	40
128	93
128	102
129	23
129	32
129	83
129	117
129	134
129	145
130	71
132	62
133	55
134	1
134	87
134	109
135	9
135	47
135	78
136	98
136	129
136	150
137	68
137	139
139	27
139	37
140	19
141	60
143	52
143	75
143	100
143	108
143	118
143	134
143	144
144	11
144	91
145	1
145	83
145	126
146	43
148	25
148	33
149	69
150	6
150	17
150	52
150	61
150	77
150	103
150	113
150	121
150	130
150	139
150	149
28	92
30	101
45	109
34	134
56	143
62	145
29	146
15	146
9	124
30	118
8	72
37	32
53	36
92	46
135	120
99	75
46	77
