1	31
1	61
1	120
1	129
1	139
1	148
2	1
2	110
3	8
3	50
3	73
4	40
4	92
4	101
5	15
6	83
7	24
7	64
8	134
9	125
9	144
10	116
11	32
11	56
13	1
13	12
13	48
13	72
13	108
14	98
15	90
17	24
18	63
18	80
18	130
18	140
18	150
19	40
19	121
20	15
21	54
22	69
22	94
23	1
23	33
23	103
23	113
25	147
26	77
26	85
27	8
27	25
27	128
28	60
28	138
30	119
31	38
31	51
31	100
32	16
33	1
33	110
34	67
34	145
35	83
35	127
36	29
36	92
38	46
38	118
39	55
39	75
39	137
39	150
40	102
41	13
41	21
42	5
42	39
44	66
44	111
44	128
46	30
47	47
47	95
48	55
48	119
49	104
49	137
50	80
50	150
51	21
52	1
52	11
52	71
52	88
53	36
53	63
54	112
54	128
55	146
56	43
57	28
57	51
57	98
58	106
58	120
59	18
59	81
59	138
60	58
61	7
61	67
63	36
63	91
63	115
64	129
65	148
67	1
67	52
67	75
67	138
68	19
68	28
68	43
68	101
68	108
69	61
69	83
72	8
74	68
74	91
74	117
74	135
74	143
75	36
75	48
75	77
76	101
76	125
76	150
77	1
77	55
77	110
79	17
80	61
80	85
82	7
82	95
82	139
83	25
83	35
83	47
83	71
84	116
84	147
85	132
86	78
86	104
87	56
87	123
88	41
90	1
90	19
90	63
90	87
90	139
91	9
92	28
92	48
92	96
92	111
92	147
93	72
94	119
95	35
95	133
96	56
97	81
98	42
98	104
99	3
99	65
99	142
100	16
100	26
100	112
100	126
100	150
101	90
102	74
103	50
104	136
105	98
106	59
107	83
107	106
107	122
107	145
108	9
108	38
109	129
110	21
110	30
110	46
110	92
110	150
111	67
111	114
112	1
112	53
113	77
113	138
116	14
116	61
116	84
116	123
117	36
117	100
117	107
117	146
119	132
120	45
121	5
121	93
121	116
122	22
122	53
122	70
123	139
125	63
125	123
126	87
126	100
126	149
127	12
127	31
127	39
127	109
128	4
128	132
129	19
130	48
131	56
131	79
131	117
133	70
134	93
134	125
135	27
135	150
136	36
136	84
136	103
137	14
137	61
137	111
137	135
138	46
139	76
140	6
140	52
141	119
141	143
143	21
143	69
143	127
144	29
144	38
144	89
144	104
144	113
144	150
147	82
147	136
148	14
148	61
150	1
150	23
150	34
150	44
150	53
150	73
150	96
150	121
150	144
68	121
45	85
77	29
24	47
14	41
45	146
133	143
143	98
