1	18
1	42
1	72
1	86
1	116
1	129
1	143
2	1
3	33
4	62
4	95
4	122
6	53
7	108
7	135
8	10
9	24
9	129
10	77
10	150
11	41
12	100
13	1
13	141
14	94
14	118
15	34
15	51
15	58
15	109
17	9
17	18
17	72
17	127
18	134
19	26
19	42
21	34
22	1
22	64
22	97
23	19
23	128
23	142
24	58
24	72
24	106
25	50
26	82
27	26
29	9
29	91
29	121
30	40
30	96
30	150
32	1
32	113
33	18
33	54
33	64
33	104
33	142
34	77
35	29
35	127
37	36
38	135
39	6
39	92
39	119
40	150
41	51
42	21
42	60
43	1
43	77
43	127
44	103
45	31
46	43
46	136
47	13
47	117
47	145
47	150
48	108
49	7
49	84
50	68
51	37
52	51
52	59
53	75
53	124
54	132
55	14
55	23
55	98
55	115
56	142
56	150
57	90
59	106
60	31
60	41
61	5
61	49
61	82
62	57
62	74
62	122
63	130
64	21
64	145
65	98
65	115
67	89
68	34
68	105
69	12
69	68
69	81
70	42
71	52
71	61
72	1
72	126
72	140
73	24
73	97
73	132
77	105
78	16
78	34
78	78
78	146
80	42
81	52
81	61
81	68
81	116
81	123
81	130
82	1
83	26
83	95
85	86
86	11
86	110
86	140
87	35
88	76
89	44
89	147
90	18
90	54
91	66
93	92
93	124
94	6
94	27
94	84
94	116
95	140
98	60
98	72
98	107
99	133
99	148
100	18
100	99
102	87
103	10
103	127
104	29
104	141
105	77
106	113
107	37
107	46
107	55
107	103
107	133
108	1
108	65
108	119
109	150
112	15
113	23
113	76
113	87
116	6
116	50
117	103
117	120
117	127
117	137
118	63
119	110
119	150
120	29
120	42
120	95
121	72
121	81
123	54
124	21
125	1
125	125
125	143
126	134
127	12
127	35
127	61
127	88
127	117
129	101
130	44
132	69
133	26
134	53
134	78
134	130
134	138
135	4
135	124
136	113
137	95
138	17
138	37
138	104
139	87
140	61
141	45
141	144
142	70
143	135
144	26
144	53
144	119
145	9
145	79
146	96
146	109
148	37
149	127
150	1
150	17
150	46
150	61
150	70
150	88
150	100
150	118
150	149
72	118
90	102
77	90
107	96
129	109
99	53
98	46
99	40
40	111
23	115
17	85
9	88
22	91
36	84
45	93
40	68
57	67
36	46
55	45
91	132
112	143
132	148
29	135
20	147
63	137
2	102
120	15
150	141
71	149
55	4
