1	7
1	17
1	44
1	55
1	66
1	76
1	94
1	106
1	134
1	146
3	1
5	122
6	34
7	85
9	13
9	23
9	95
9	113
10	74
10	141
11	3
11	63
12	131
13	51
14	102
15	121
16	29
16	38
17	150
18	92
19	8
19	19
19	82
19	112
20	1
20	71
21	138
22	53
22	130
23	45
24	61
25	100
26	25
27	14
27	35
27	120
28	89
29	5
29	78
29	111
30	136
30	146
31	50
33	41
33	68
33	126
36	20
36	98
37	30
37	57
37	105
38	11
38	84
38	116
40	142
40	150
41	1
42	48
42	73
43	125
44	64
44	91
44	134
45	19
45	36
45	101
47	9
47	110
48	54
48	81
48	143
49	118
50	27
51	46
53	71
54	16
54	36
54	127
55	87
55	95
56	61
56	106
56	137
57	6
58	117
59	149
60	52
60	78
62	43
63	22
63	31
63	126
64	13
64	99
65	68
65	138
66	87
66	111
67	1
67	60
71	76
71	150
72	50
73	28
73	39
73	103
73	121
73	131
74	9
74	18
74	94
75	66
76	1
77	112
78	139
79	56
79	84
81	131
82	15
82	103
83	24
83	35
83	47
83	75
83	121
83	148
85	91
86	1
86	65
88	111
88	139
90	38
90	56
90	82
91	7
91	18
92	29
92	74
92	101
92	130
95	1
95	47
95	119
96	90
97	64
97	150
99	20
99	38
99	138
100	12
101	81
102	29
102	56
103	72
103	99
104	3
104	127
106	117
107	65
107	90
107	146
108	18
108	47
108	108
109	136
110	37
110	82
112	99
112	125
113	27
113	56
114	72
116	90
116	115
118	108
118	145
118	150
119	11
119	47
120	40
120	63
120	132
121	20
121	32
121	81
123	122
124	72
124	99
125	55
127	7
127	89
128	115
129	45
129	150
130	15
130	25
130	36
130	128
130	138
131	107
132	1
132	62
134	10
135	72
135	98
135	116
136	40
136	52
138	30
138	89
138	125
139	135
139	145
140	19
141	2
141	67
141	78
141	108
143	57
146	38
146	46
147	117
147	150
148	8
148	15
149	140
150	29
150	53
150	63
150	72
150	81
150	90
150	99
150	108
150	129
115	4
110	10
84	7
122	3
146	25
131	81
99	109
143	100
50	2
