1	5
1	11
1	18
1	42
1	51
1	68
1	91
1	111
1	119
1	134
3	60
3	148
4	83
4	103
5	25
5	126
6	74
7	33
7	53
8	95
8	116
9	66
9	141
10	13
10	40
13	20
13	135
13	148
14	48
14	58
14	82
14	108
14	124
15	5
15	34
15	100
16	90
17	72
17	116
18	27
19	13
20	141
20	150
21	41
22	19
22	62
22	129
23	52
23	105
24	5
24	77
24	96
25	34
26	118
27	86
28	13
28	27
29	148
30	69
31	41
31	59
31	134
32	50
33	4
33	19
33	98
33	107
34	75
35	33
35	126
35	142
36	115
36	150
37	89
39	11
39	26
40	81
41	41
41	56
42	103
43	18
43	63
43	131
44	32
44	142
45	4
45	73
45	95
45	150
47	50
47	111
47	121
48	86
49	12
49	24
52	37
52	129
53	1
53	78
53	100
54	69
54	147
55	53
55	61
55	139
57	18
57	44
57	94
57	108
58	9
58	122
59	27
60	1
61	84
61	150
62	130
63	74
64	55
64	65
65	38
65	115
66	15
66	91
66	144
67	22
67	106
68	5
68	47
69	30
69	137
70	1
71	80
72	70
72	119
73	129
74	111
75	41
75	150
76	12
76	33
76	51
76	58
77	19
77	140
78	88
78	96
79	67
80	80
81	26
82	105
82	113
82	121
82	128
83	4
85	34
85	51
86	137
87	19
87	42
87	60
87	74
87	148
88	98
89	11
90	89
91	27
91	129
92	1
92	110
93	81
93	120
94	66
95	16
95	35
95	48
95	56
96	103
98	73
98	95
98	138
99	8
99	27
100	148
102	43
102	87
102	113
103	1
103	20
103	122
104	51
104	59
104	131
105	35
105	105
106	10
106	67
108	76
109	94
109	142
110	19
110	25
112	2
112	42
112	85
112	119
113	51
113	61
113	100
113	111
113	133
114	34
114	149
116	11
118	67
118	76
119	92
119	126
120	3
120	20
120	42
120	139
121	28
121	57
122	84
123	13
123	106
123	116
124	50
125	132
125	150
126	35
126	76
127	64
128	6
129	20
129	124
130	27
130	89
130	100
130	142
132	44
132	70
133	114
134	1
134	12
135	52
135	133
136	62
136	82
136	150
137	21
137	106
138	96
139	35
140	141
141	6
141	43
141	118
141	127
142	28
143	14
143	70
143	79
144	87
145	54
145	110
146	62
146	101
147	22
148	134
148	149
149	32
150	5
150	14
150	40
150	47
150	92
150	111
150	121
39	49
71	62
36	65
26	111
20	123
55	116
48	137
78	135
75	104
68	99
59	37
83	42
26	141
32	82
93	144
123	99
149	73
66	123
62	138
124	70
