35.25,14.75
19.75,3.75
12.75,30.25
28.25,29.75
35.25,43.25
13.75,49.75
51.75,45.75
53.25,20.25
67.25,33.25
79.75,19.25
96.25,21.75
115.25,29.25
115.75,12.25
137.25,19.75
133.25,37.25
146.75,38.25
161.75,25.25
171.25,9.75
156.25,7.25
189.75,13.25
179.25,30.75
158.75,40.25
167.75,49.25
179.25,54.75
153.25,57.25
134.75,56.75
111.25,55.25
97.75,43.75
115.25,41.75
80.75,46.25
66.75,61.75
38.25,76.25
36.75,88.25
25.75,63.75
79.25,80.25
67.25,91.75
51.75,98.25
53.75,117.25
37.25,117.25
22.25,114.25
28.75,132.75
50.75,135.25
33.25,152.25
38.75,175.75
20.75,183.75
8.25,171.75
67.75,155.75
50.75,155.75
14.25,149.75
7.75,132.25
69.75,138.75
82.25,126.25
76.75,103.25
90.75,94.25
113.75,95.75
106.25,71.25
90.25,66.25
121.75,74.25
138.25,75.25
151.75,76.25
165.75,72.75
182.25,83.25
155.75,91.25
141.25,92.75
130.75,105.75
115.75,114.25
101.25,114.75
102.75,137.75
116.75,142.25
133.25,147.25
136.75,127.25
154.25,122.75
156.75,136.75
147.75,147.75
172.75,116.75
154.75,111.75
177.25,137.25
173.25,151.75
159.75,166.25
146.25,176.25
133.75,168.25
117.25,170.75
100.75,158.75
98.75,182.75
80.25,171.25
73.75,190.25
44.75,192.25
56.75,176.75
17.75,84.75
135.25,188.25
161.25,187.25
149.25,187.25
178.75,177.25
117.25,189.25
87.25,148.75
55.75,77.75
