26.75,24.75
16.75,4.75
41.25,13.25
64.25,5.25
79.75,10.75
78.75,32.25
57.75,22.25
64.75,45.25
42.75,40.25
24.25,46.75
6.75,34.25
6.75,61.75
14.75,77.75
34.25,64.75
53.25,66.25
80.75,62.75
91.25,43.75
97.75,23.75
105.75,5.75
114.25,25.75
131.75,15.75
152.75,18.75
168.25,13.25
184.75,18.25
169.25,33.75
178.75,51.25
159.75,63.75
142.25,60.25
151.75,43.75
135.75,39.25
176.25,78.25
146.25,81.25
121.75,75.75
100.75,70.25
117.75,56.25
90.75,91.25
76.75,80.25
63.75,86.25
40.25,84.25
28.75,101.25
7.75,106.25
14.75,126.75
33.25,133.75
54.25,121.75
75.25,108.75
81.25,127.75
98.25,109.25
111.25,94.75
125.75,99.25
147.75,95.75
164.75,98.75
181.75,109.25
162.75,118.25
143.25,111.75
181.75,136.25
166.25,141.25
150.25,138.25
133.25,129.75
113.25,126.25
100.75,139.75
86.25,143.25
70.75,142.25
49.25,145.25
34.25,159.25
18.25,151.75
19.75,178.75
3.75,175.75
36.75,185.75
52.75,177.25
62.75,158.25
76.75,162.75
69.75,175.25
78.25,186.75
90.25,173.25
105.75,160.75
126.75,168.75
140.75,152.25
144.75,173.25
129.25,189.25
156.75,187.25
163.25,163.25
178.75,164.25
174.25,183.75
120.75,150.25
48.75,103.25
