16.25,14.25
26.25,29.25
13.75,45.25
36.25,42.75
55.25,27.25
47.25,12.75
72.75,18.75
91.25,12.25
92.75,31.75
113.75,30.25
125.75,17.25
111.75,5.25
145.25,24.75
141.75,3.75
167.75,15.75
159.75,32.75
186.25,33.75
196.25,16.25
218.25,10.75
211.25,29.25
205.75,47.25
186.25,53.25
200.25,74.25
219.25,60.25
222.25,79.25
219.75,93.75
216.75,108.75
188.75,104.25
197.75,91.75
175.75,83.75
162.75,99.25
145.25,90.25
162.25,72.75
168.25,48.75
151.75,49.75
138.75,56.75
135.75,75.25
119.25,60.25
129.75,40.75
102.25,47.75
73.25,44.75
47.25,54.75
28.75,60.75
36.75,73.75
30.25,87.25
8.75,78.75
18.75,99.25
30.75,110.75
50.75,101.75
54.25,83.75
60.25,69.75
85.75,88.25
70.25,99.25
101.75,98.75
109.25,80.25
97.75,68.75
121.25,90.75
84.25,61.75
123.25,107.75
144.25,109.75
132.25,122.75
151.75,129.25
174.75,133.75
171.75,114.75
191.25,133.75
210.25,137.25
200.75,119.75
219.75,149.75
196.75,152.25
177.25,153.25
186.75,174.75
196.25,184.75
218.25,196.25
222.75,177.75
206.25,166.75
212.75,211.75
200.75,207.25
181.75,204.25
179.25,185.75
169.25,166.75
154.75,192.25
149.75,176.25
142.75,159.25
126.75,168.25
127.25,147.75
113.75,140.25
113.75,124.25
97.25,113.75
77.25,116.25
52.25,119.75
39.75,125.25
21.75,126.75
18.75,143.75
40.75,154.25
46.75,140.25
67.25,133.25
78.25,149.25
93.25,132.75
113.25,159.75
87.25,168.75
63.75,159.75
55.75,176.25
74.75,187.25
90.25,214.25
80.25,199.75
59.75,203.75
50.25,216.75
29.25,215.75
37.75,199.75
10.25,196.75
26.75,186.25
21.75,166.25
39.25,173.75
47.75,190.25
10.75,159.25
74.75,220.25
106.75,206.75
114.75,195.25
127.25,184.25
138.75,198.25
123.75,210.25
160.75,208.25
181.25,221.25
155.25,148.75
104.25,178.25
